,tweets,labels
11882,{'kn': 'ಈ ಆಂ ಕಿಚ್ಚ ಫ್ಯಾನ್ಸ್ ಸೂಪರ್ ಸಾಂಗ್'},0
11883,{'kn': 'ಕನ್ನಡ ಚಿತ್ರರಂಗದ ಜೂನಿಯರ್ ಶಂಕರ್ ನಾಗ್ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಅವರ ಕನ್ನಡ ಚಿತ್ರರಂಗವನ್ನು ಉನ್ನತ ಮಟ್ಟಕ್ಕೆ ವಯುತಾರೇ'},0
11884,{'kn': 'ಸೂಪರ್ ತೋಗರಿ ತೆಪ್ಪ'},0
11885,{'kn': 'ಕನ್ನಡ ಮೂವಿ ಗೆ ಸಪೋರ್ಟ್ ಮಾಡಿ ದಯವಿಟ್ಟು'},0
11886,{'kn': 'ಸಾರ್ ನಮ್ಮ ಎಣ್ಣೆ ಸಾಂಗ್ ಗೂ ಸುಪ್ಪೋರ್ಟ್ ಮಾಡಿ'},0
11887,{'kn': 'ಜನ ಮರುಳೋ ಜಾತ್ರೆ ಮರುಳೋನ್ಅಂದಹಾಗೆ....ನ್ಬೇರೆ ಭಾಷೆಯ ಚಿತ್ರಗಳನ್ನು ನೋಡಿನ್ಸೂಪರ್'},0
11888,{'kn': 'ಸೂಪರ್ ಸಾರ್ 🤣'},0
11889,{'kn': '@ಸುಪ್ರಿಯ ಮನೋಜ್ಞ ಹಾಸ್ಪಿಟಲ್ ನಾ ಒಳಗೆ ಇಟ್ಕೊಂದಿದ್ರ ಡಾಕ್ಟರ್'},0
11890,{'kn': 'ಬಿಟ್ಟ ಹೋಗಿರೋ ರಶ್ಮಿಕಾ ಗೆ ಹೇಗ್ ಆಗ್ಬೇಕು ಗೊತ್ತಾ ಯಾಕಾದ್ರೂ ಬಿಟ್ಟ ಹೋದೆ ರಕ್ಷಿತ ಅವರನ್ನ ಅಂತ ಫೀಲ್ ಆಗ್ಬೇಕು ಆ ತರಾ ಸಾಕ್ಸೆಸ್ ನಿಮ್ಮದಾಗಲಿ ಶ್ರೀನಮ್ ನಾರಾಯಣ ಸಿನಿಮಾ'},0
11891,{'kn': 'ಚರಿತ್ರೆ ಶ್ರುಷ್ಟಿಸೋ ಅವತಾರ....ನ್ರಾಕ್ಷಿತ್ ಗೆ ಇದು ಹೊಸ ಅವತಾರ'},0
11892,{'kn': 'ಥ್ಯಾಂಕ್ ಊ ಥ್ಯಾಂಕ್ ಊ ಸೊ ಮಚ್'},2
11893,{'kn': 'ನಾನು ಈ ಸಿನಿಮಾ ನೋಡಿದೆ.ನ್ನೀವೂ ನೋಡಿ.ನ್ಇಲ್ಲದಿದ್ದರೆ ಕನ್ನಡದ ಒಂದು ಒಳ್ಳೆಯ ಚಿತ್ರವನ್ನು ಮಿಸ್ ಮಾಡಿಕೊಂಡಂತೆ.ನ್ಇದೇ ಚಿತ್ರ ಬೇರೆ ಭಾಷೆಯಲ್ಲಿ ಬಂದಿದ್ದರೆ ಅದರ ಕಥೇನೆ ಬೇರೆ ಇರ್ತಿತ್ತು.'},0
11894,{'kn': 'ಸೂಪರ್ ಮೆನ್ಸ್ ಸೂಪರ್'},0
11895,{'kn': 'ಅತಿ ಸುಂದರ್ವದ ಹಸ್ಯ ಚಟಾಕಿ'},0
11896,{'kn': 'ಹಿಂದಿ ಇಳಿತ ಹಂದಿಗ್ ಎತ್ತದ ಹಬ್ಬಿ ನಾನ್ ಮಗ್ನೆ'},0
11897,{'kn': 'ಅತ್ಯುತ್ತಮ ಪ್ರಯತ್ನ ಶುಭವಾಗಲಿ'},0
11898,{'kn': 'ವಾ ಸ್ಪಾರ್ ಸಾರ್'},0
11899,{'kn': 'ಸರ್ ಪ್ಲೀಸ್ ರೀ ರಿಲೀಸ್ ಮಾಡಿ ಮೂವೀ ನಾ.....'},0
11900,{'kn': 'ನಿಜ ನಿಜ ನಾಮ್ ಮನೆಗೂ ಬಂದಿದ್ದ'},0
11901,{'kn': '@ಧನಿಕ್ ಪಟೇಲ್ ಈ ಆಂ ನೋಟ್ ಬ್ಲಾಮಿಂಗ್ ಇಂಡಿಯಾ ಬ್ರೋ'},0
11902,{'kn': '@ಪೃಥ್ವಿ ನಾಯಕ್ ನಿಂಗ್ ತುಲ್ಲುಗೆ ಫ್ಲಾಪ್'},0
11903,{'kn': 'ಲವ್ ಯುಎ ಬಾಸ್'},0
11904,{'kn': 'ಸೂಪರ್ ಅನ್ನಾ ಜೈ ಹಿಂದ'},0
11905,{'kn': 'ಸುಪರ್ಬ್ ಕನ್ನಡಿಗ'},0
11906,{'kn': 'ಸೂಪರ್ ಆಗಿ ಹೆಳಿದಿಯ ಗುರು'},0
11907,{'kn': 'ಸಾರ್.ನೀವು ಸುಪರ್ಬ್ ಸಾರ್.'},0
11908,  ಆಲ ದ ಬೆಸ್ಟ್ ಟೀಮ್ ಅಫ್ ಅಸ್ನಂಫ್ರಂ ఆంధ్ర ప్రదేశ్ ಆಂಧ್ರ ಪ್ರದೇಶ,0
11909,{'kn': 'ಸೂಪರ್ ಫಿಲ್ಮ್ ಕವನದಲ್ಲಿ ಕತೆ'},0
11910,{'kn': '@ಮಂಜು ಫ್ಲಾವರ್ ಬಿಬಿವಿ'},0
11911,{'kn': 'ಕೆಲಸ ಬೇಕಾನಾಬ್ ಟೊ 8546903696'},0
11912,{'kn': 'ಸೂಪರ್ ಗುರು ನೀನು'},0
11913,{'kn': '2020 ನ್ಯೂ ಯೇರ್ ಸ್ಪೆಷಲ್ ವೀವರ್ಸ್ ಲೈಕ್ ಹೀರೆ'},0
11914,{'kn': 'ಶುಭಾವಾಗಲಿ.....ನ್ಹುಚ್ಚಾ ವೆಂಕಟ ಸೇನೆ ಉಗಂಡಾ.......🤣🤣'},0
11915,{'kn': 'ರಿಯಲ್ ಲೈಫ್ ಗ್ರೇಟ್ ಸಾರ್'},0
11916,{'kn': 'ಭಾಯ್ ಕೈ ಮೈಸೂರ್ ಸಾಯಿ ಹೇ ಕೈ'},0
11917,{'kn': 'ಸಿಂಪಲ್ ಸ್ಟಾರ್ ಆತ ಕಾಲ್ಚುಗೊಂಡೆ ಆಕದಕೆ ಬಂದಿರೊದು ರಿಯಲ್ ದೊಡ್ಡೆಕ್ಕಾ'},0
11918,{'kn': 'ರಾಕಿಂಗ್ ಸ್ಟಾರ್ ಯಶ್ ಅಭಿಮಾನಿಗಳಿಂದ ಶುಭ ಹಾರೈಕೆಗಳು'},0
11919,{'kn': 'ಯಾರದಿರಿ ನಮ್ಮ ಹುಬ್ಬಳ್ಳಿ - ಧಾರವಾಡ ಮಂದಿ'},0
11920,{'kn': 'ಔರ್ ಬ್ರಿಲಿಯಂಟ್.... ನೀವು ಹೇಳಿದ ಹಾಗೆ ಫ್ಬ್ ಟ್ವಿಟರ್ ಅಲ್ಲಿ ಕಾಮೆಂಟ್ಸ್ ಹಾಕ್ತಾ ಕುಚ್ಕೊಬೇಕ್ ಆಗುತ್ತೆ'},0
11921,{'kn': 'ಕಿ.ಎಸ್ .ಕಾರ್ತೀಕ ಯಶ್ ಫರ್ಂಡ್ ನಂಬರ್ನ್9916102619 ದೇವರಾಜು'},0
11922,  ಯಸ್ ಟ್ರೂ ಗುರು,0
11923,{'kn': '@ನಂದಿ ಪರ್ಥಸರಾತಿ ಸುಮ್ನೆ ಸೈಡ್ ಗೇ ಹೋಗು ಗೊತ್ತಲಾ ನಾನು ವಿಶಾಲ್ ಶೆಟ್ಟಿ ಅಲ್ಲಾ... ಮಿಂಡರುಗಾಳಿ'},0
11924,{'kn': 'ಚಿಂದಿ ಗುರು... ಟಿಕ್ ಟೋಕ್ ಬ್ಯಾನ್ ಆಗಿ ಯಾರ್ ತಿಕ ಉರ್ಕೋಲ್ಥ ಐವರ್ ಅವರು ಹೋಗಿ ಇಂಡಿಯನ್ ಆರ್ಮಿ ಮಾತೆ ಮೋದಿಜಿ ನಾ ಕೇಳಿ..! ಲೋವದ ಅಂಥ ಟಿಕ್ ಟೋಕ್ ಲಿ ಕ್ಯುಸ್ಟಿಯನ್ಸ್ ಮದೊಡಲ..!!!'},0
11925,{'kn': 'ಚೀನಾ ಎಷ್ಟೇ ಮುಂದುವರೆದಿದ್ದರೂ ಅದು ಅನ್ಯದೇಶವೇ ಹೊರತು ನಮ್ಮ ದೇಶವಾಗುವುದಿಲ್ಲ. ಅವರನ್ನು ಹೊಗಳಿ ನಮ್ಮನ್ನು ತೆಗಳಿ ಯಾವುದೇ ಪ್ರಯೋಜನವಿಲ್ಲ. ನಾವು ಪ್ರಜೆಗಳಾಗಿ ಯಾವರೀತಿ ನಡೆದರೆ ದೇಶವನ್ನು ಮುನ್ನಡೆಸಲು ಸಾಧ್ಯ ಎಂದು ನಮ್ಮಲ್ಲಿ ಅರಿವು ಮೂಡಿಸುವ ಸಂಘಟನೆ ಅತ್ಯಗತ್ಯ. ಮೋದಿ ಸ್ವಚ್ಛ ಭಾರತ ಅಭಿಯಾನವನ್ನು ಆಡಿಕೊಂಡು ಹಂಗಿಸಿದವರೆ\u200c ಹೆಚ್ಚು. ಸ್ವಚ್ಛ ಭಾರತವನ್ನು ಮೋದಿ ಮಾಡುವುದಲ್ಲ ಬದಲಾಗಿ ಅದು ದೇಶದ ನಾಗರೀಕರ ಕರ್ತವ್ಯ ಎಂದು ಒಬ್ಬರಿಗೂ ಅನಿಸಲಿಲ್ಲ. ಈಗಲೂ ಮೋದಿ ಏತಿ ಎಂದರೆ\u200c ಅಲ್ಲ ಪ್ರೇತಿ ಎನ್ನುವ ಜನರಿದ್ದಾರೆ. ಯಾವುದೇ ಒಳ್ಳೆಯ ಕೆಲಸಕ್ಕೆ ಕಾಲೆಳೆಯುವ ಜನರು ದೇಶದಲ್ಲಿ ತುಂಬಿ ತುಳುಕುತ್ತಿದ್ದಾರೆ. ದೇಶ ದ್ರೋಹಿಗಳನ್ನು ಬೆಂಬಲಿಸುವ'},0
11926,{'kn': 'ಏನು ತಪ್ಪಿಲ್ಲ ಗುರು ...'},0
11927,{'kn': '@ಸತಿಶ್ರಿತ್ಯಾನಂತ ನೀನ್ ಹೆಸ್ರಲ್ಲೇ ಕಾಮೆಡಿ ಇದೇ ..ನೀನ್ ಅಂಥ ತಿಕ ಕೊಬ್ಬು ಇರೋ ಮಿಂದ್ರಿ ಸುಳೆ ಮೇಕ್ಲಾಟರ್ಸ್ ನಾಂಜನ್ ಮತು. ಹೋಗೋ ಕಾಂಗ್ ಬೋಳಿ ಮಗನೆ.'},2
11928,{'kn': 'ವುವುವುವುವುವಿವುವ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಬ್ರೋ'},0
11929,{'kn': 'ಚೀನಾ ಕಾಮಿನಿಸ್ಟ್ ದೇಶ.? ನಮ್ಮ ದೇಶದಲಿ ರಾಜಕೀಯ 106 ಪಾರ್ಟಿ. ನ್106 ಕ್ಯಾಸ್ಟ್. 106 ಧರ್ಮ . 1006 ಮಾತುಗಳು ಸಮಸ್ಯೆಳು'},0
11930,{'kn': 'ನಾವು ಚಿಕ್ಕರಿದ್ದಾಗ ತೊಗರಿ ತಿಪ್ಪನ ಕತೆಯ ಕ್ಯಾಸಟ್ ಹಾಕಿ ಕೇಳಿ ಬಿದ್ದು ಬಿದ್ದು ನಗುತ್ತಿದ್ದೆವೆ. ಅದೇ ಕತೆಯನ್ನು ಈಗ ಕೇಳಿ\u200cದರೆ ಮತ್ತೆ ಮತ್ತೆ ಅದೇ ನಗು...ನ್ಈ ಕತೆಯನ್ನು ನಮ್ಮ ಉತ್ರರ ಕರ್ನಾಟಕದ ಗಂಡು ಭಾಷೆಯಲ್ಲಿ ಅತ್ಯುತ್ತಮ ಹಾಸ್ಯ ಚಟಾಕಿಗಳೋಂದಿಗೆ ಹೇಳಿದ ಡಾ|| ಶಂಭು ಬಳಿಗಾರ ಅವರ ಈ ಕಾರ್ಯ ಅತಿ ಶ್ಲಾಘನೀಯ. ಇಂತ ಕತೆಗಳು ಕನ್ನಡದಲ್ಲಿ ಹರಿದು ಬರಲಿ...ನ್ಇಂತ ಜಾನಪದ ಹಾಸ್ಯ ಚಟಾಕಿ ಹೇಳಿದ ಡಾ|| ಶಂಭು ಬಳಿಗಾರ ಇವರಿಗೆ ಒಂದು ದೊಡ್ಡ ನಮಸ್ಕಾರ......'},0
11931,{'kn': 'ಕಂಟಿನ್ 8 ಸಾಲಿ ಕೇಳಿದೆ ಸಾಂಗ್ ಬೇಜರ್ ಆಗ್ಲಿಲ್ಲ ಚಿಂದಿ ಸಾಂಗ್ ಆಂಡ್ ಮ್ಯೂಸಿಕ್'},0
11932,{'kn': 'ಮತ್ತೊಮ್ಮೆ ನಮ್ಮ ಕನ್ನಡ ಸುಪುತ್ರ ಕ್ಸ್'},0
11933,{'kn': '@ಟ್ರೋಲ್ ಸ್ಟುಪಿಡ್ ಫ್ಯಾನ್ಸ್ ನಾನು ಅದಿಕ್ಕೆ ಕ್ಯಾನೋ ಹೇಳ್ತಿರೋದು ನಿನ್ನಂತ ಜಾತಿ ನಾಯಿ ನಾ ಹೆತಿದ್ಕೆ ಪಾಪ ಅವರು ಬೈಸ್ಕೊತಿದರೆ ಕ್ಯಾನೋ ಬಲೇಗಾರ ಕಾಮುಕ ನಾನ್ ಮಕ್ಲ'},0
11934,{'kn': 'ಎಸ್** ತಾರಾ ಇದೇ'},0
11935,{'kn': 'ಕಂಕಣ ಸೂರ್ಯಗ್ರಹಣದ ಸಮಯದಲ್ಲಿ ಯಾರು ಯಾರು ಈ ಸಂಗೀತವನ್ನು ಕೇಳುತ್ತಿರುವದು.. ಇಷ್ಟ ಮಾಡಿ'},0
11936,{'kn': 'ಇದನ್ನೂ ಕೂಡ ಡಿಸ್ಲೈಕ್ ಮಾಡ್ತಿರಲ್ಲರೊ ಏನ್ರೊ ಎಲ್ಲಿಂದ ಬರ್ತೀರೊ ನೀವೆಲ್ಲಾ'},0
11937,{'kn': 'ಮೈ ಫವುರಿತೆ ಸಿಂಗರ್ ವಿಪಿಪಿ ಸಾರ್'},0
11938,{'kn': '@ಎಸ್ಸ್ ಇಂಟರ್ಟನೆಮೆಂಟ್ 2 ಸಾರ್ ಜೋಕೆ ಅಲ್ಲಾ ಜೆಬ್ ಲಿ ಎಲ್ಯ ಪಾಯಿಂಟ್ಸ್ ಗಳು ತುಂಬ ಚಂಗಾಗಿತು ನಾನು ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಫ್ಯಾನ್ ನಂಗೇನು ಹಾತೆ ಎಲ್ಲಾ'},0
11939,{'kn': 'ಸೂಪರ್ ಗುರು'},0
11940,{'kn': '@ನಾಗರಾಜ್ ಮಂಜಿತಾಯಾ ಬ್ರೋ ಪರಭಾಸೆ ಅಲ್ಲಾ ಫಿಲ್ಮ್ ಚೆನ್ನಾಗಿರೊದ್ ನೊಡ್ಟರೆ ಅಷ್ಟೇ'},0
11941,{'kn': '@ಮಿಥೂನ್ ಕುಡ್ಲ ಆಂಧ್ ದನಿ!'},0
11942,{'kn': 'ಕನ್ನಡದ ಹೆಸರಲ್ಲಿ ಆಂಡ್ ಫಿಲ್ಮ್ ಗೆ ದೇವರ ಹೆಸರು ಎತ್ತಿ ದುಡ್ಡು ಮಾಡೊದು ಕನ್ನಡ ಇಂಡಸ್ಟ್ರಿ ಎಂಧ ಕಲಿಬ್ದು. ಕನ್ನಡ ಇಂಡಸ್ಟ್ರಿ ಅಲ್ಲೆ ಅತ್ಯಂತ ಕೆಟ್ಟಾ ಫಿಲ್ಮ್ ಆಂಡ್ರೆ ಅದು ಎದೆ ಫಿಲ್ಮ್.ಬಿಟ್ ಠೀಟರ್ ಅಲ್ಲಿ ಮಾಲ್ಕೊಳೇಕ್ ಒಳ್ಳೆ ಫಿಲ್ಮ್'},0
11943,{'kn': 'ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್'},0
11944,{'kn': 'ಸ್ಲೋ ಪಾಯಿಸನ್ ಸಾಂಗ್ ಅನ್ನೋರು ಲೈಕ್ ಮಾಡಿ'},0
11945,{'kn': 'ಥಿ ಸಾಂಗ್ ಸಿಂಗರ್ ವಿಜಯ್ ಸ್ವೀಸ್ ಜಿಗ್ ಜಿಗ್ ಅಮೇಜಿಂಗ್'},0
11946,{'kn': 'ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿ ನ್ಸೂಪರ್ ಅಣ್ಣ'},0
11947,  ಭಾರತದಲ್ಲಿ ಬರಿ ರಾಜಕಾರಣ ಮತ್ತು ತಮ್ಮ ಮಕ್ಕಳ ರಾಜಕೀಯ ಪ್ರವೇಶ ಮತ್ತು ಹಣ ಮಾಡು ರೀತಿ ಯಾವ ಕಾಯೀಲೇ ಬಂದ್ರೇ ಪ್ರವಾಹ ಆದರೆ ಎಷ್ಟೊ ಹಣ ಬರುತ್ತೆ ಮತ್ತುನ್ಯಾವ ರೀತಿ ಬರುತ್ತೆ ಕೂಳ್ಳೇ ಹೊಡೆದು ಯಾವ ಜಾಗದಲ್ಲಿ ಇದರ ಬಗ್ಗೇ ಯೋಚನೆ,0
11948,{'kn': 'ಸಲುತೆ ಟೊ ಯುಎ ನುಸರಾತ್ ನಡ್ಫ್'},0
11949,{'kn': 'ಸೂಪರ್ ಬ್ರೋ'},0
11950,{'kn': 'ಬಿಂದು ಗೌಡ ಲಾಫರ್ ಅವ್ಲು'},0
11951,{'kn': '@ನಂದಿ ಪರ್ಥಸರಾತಿ ಎಷ್ಟು ರೇಟು ಒಂದು ರಾತ್ರಿ ಬ ಸಾಕು'},0
11952,{'kn': 'ಬಾಸ್ ಇನ್ನು ಮುಂದೆ ಬೆಳೀಬೇಕು'},0
11953,{'kn': 'ಸೂಪರ್ ಕಾರ್ಕೆಕ್ಟ್ ಸಾರ್'},0
11954,{'kn': 'ಸೂಪರ್ ಬ್ರೋ ಉಜ್ಜಿ ಇನ್ನು ಉಜ್ಜಿ'},0
11955,  ಟಿಕ್ ಟಾಕ್ ಕ್ರಿಯೇಟಿವ್ ಕನ್ನಡಿಗ ನಿಮಗೆ ನಮ್ಮ ಕನ್ನಡ ಜನತೆಯಿಂದ ತುಂಬು ಹೃದಯದ ಧನ್ಯವಾದಗಳು ನೀವು ಇದೇ ರೀತಿಯಿಂದ ಮುಂದೆ ಇನ್ನೂ ಹೆಚ್ಚಿನ ವಿಡಿಯೋ ಗಳನ್ನು ಮಾಡಬೇಕೆಂದು ತಮ್ಮಲ್ಲಿ ವಿನಂತಿ ಜೈ ಹಿಂದ್ ಜೈ ಕರ್ನಾಟಕ ಮಾತೆ,0
11956,{'kn': 'ಸಾಹಿತ್ಯನ ಬರೆದಿದ್ದಕ್ಕೆ ಧನ್ಯವಾದಗಳು.'},0
11957,{'kn': 'ಹಡ್ಸನ್ ಹಂಡ್ಸನ್.......ಪ್ಲೆಜ್ಜಿಜ್ಜ್ ಕನ್ನಡ ಸಿನಿಮ ಇದಂಡುಸ್ತಿಗೆ ಹಂಡ್ಸನ್ ಮೇ.........ಸಪೋರ್ಟ್'},0
11958,{'kn': 'ಮಹೇಶ ಸನಗೋಬರ್. ತುಗ್ರಿಟಿಪ್ಪ'},0
11959,{'kn': 'ಲೂ ನೀನ್ ಡ್ ಫಿಲ್ಮ್ ಒದ್ತಿಲ್ಲ ಮೊದ್ಲು ಅನ್ವ ಫಿಲ್ಮ್ ನೋಡ್ರೋ ಆಮೇಲೆ ಬೆರೆ ಫಿಲ್ಂಜ್ ಸ್ಪಾರ್ಟ್ ಮಾಡು ಸುಂಂಹೆ ಕಮಂಟ್ ಅಕ್ಬಿಟ್ರೆ ಫಿಲ್ಮ್ ಒಡ್ಬಿಡುತ್ತಾ ಬರಿ ಬಿಲ್ಡುಪ್ಪು'},0
11960,{'kn': 'ಪ್ರವೀಣ್ ಪಿಎಂಕೆ ಜೈ6'},0
11961,{'kn': 'ನಿಜವಾಗಿಯೂ ನಿಮ್ಮ ಮಾತು ಸ್ಪೂರ್ತಿ ..ನಿಮಗೆ ಒಳ್ಳೆಯದು ಆಗಲಿ...'},0
11962,{'kn': 'ಸ್ಟ್ಯಾಂಡ್ ಅಪ್ ಫೋರ್ ಹಂದ ಅಪ್ ಸಾಂಗ್'},0
11963,  ಅಂಜಲಿ ದೇವಿ ಹಾಯ್,0
11964,{'kn': 'ಹೌದು ಹುಲಿಯ'},0
11965,{'kn': 'ಜೈ ಅಪ್ಪು ಬಾಸ್'},0
11966,{'kn': 'ಹ್ಯಾಟ್ಸ್ ಅಫ್ ಟೊ ಊ ಸಾರ್...ನ್ಯಾಸಾ ಮಾಡಿ ಟಿನ್ನೋ ಪಿಜ್ಜಗಿಂತ ನಿಯತ್ತಾಗಿ ದುಡಿದು ಟಿನ್ನೋ ರಾಗಿ ನಲ್ಲಿ ಎಷ್ಟೋ ಅಂದ ಏರುತ್ತೆ ಜೀವನದಲ್ಲಿ..'},0
11967,  ತುಂಬಾ ತುಂಬಾ ಚೆನ್ನಾಗಿದೆಪ್ರಾಡ್ ಟೊ ಬಿ ಸಂದಲ್ ವುಡ್,0
11968,{'kn': 'ಸಾಂಗ್ ಸೂಪರ್ ನ್ಮ್ಯೂಸಿಕ್'},0
11969,{'kn': 'ಡಗರ್ ಬಿಂದುನ ಮೊದ್ಲು ಚೀನಾ ಗೆ ಕಾಲ್ಸ್ಪರ್ಪ'},0
11970,  ಶಂಕ್ರಣ್ಣ ಐಎಸ್ ಬ್ಯಾಕ್,0
11971,{'kn': 'ಸ್ಟಿಲ್ ಟ್ರೆಂಡಿಂಗ್ ನಂಬರ್ ಒನ್ !!'},0
11972,{'kn': 'ನೋ.1 ಸಾಂಗ್ ರಿ'},0
11973,{'kn': 'ಅಭೀನಯ ಚಕ್ರವರ್ತಿ. ಕರುನಾಡ ಕನ್ಮಣಿ .ಅಭೀನಯ ಭಾರ್ಗವ.ಕನ್ನಡ ಕಲಾ ಕುಸುಮ.ಕರುನಾಡ ಸಿಂಹಾ.ಬಾದ್ಷಾ .ಕಿಚ್ಚಾ ಸುದೀಪ ಅಣ್ಣನ ಅಭೀಮಾನಿಗಳಿಂದ ಈ ಸಿನಿಮಾ ಶತದಿನೋತ್ಸವ ಆಚರಿಸಲಿ'},0
11974,{'kn': 'ರಿಯಲ್ ನೈಸ್ ಸಕತ್ ಚೆನಾಗಿ ಮಾಡಿದಿರ ನಂಗೆ ಎಸ್ಟ್ ಆಯ್ತು. ಸೂಪರ್ ರೀ ಅದ್ರಲ್ಲೂ ಟಿಕ್ಟಾಕ್ ದತ್ತು ಪುತ್ರ ನ್ನಾ ಸಕತ್ ರೋಸ್ಟ್ ಮಾಡಿ ಹೆಂಟಿನಿ...'},0
11975,{'kn': 'ಹಾಹಾಹಾ ಶಿಷ್ಯ ಯಾವನೋ ನೀನ್ ಮೊಬೈಲ್ ಹೇಗ್ರಿಸಿದನೆ ಅಂಥ ಕನ್ಸುತ್ತೆ ಹಹಹಾಹಾ...'},0
11976,  ಬೆಳಿಗ್ಗೆ ಎದ್ದು ಬಾವಿಗೆ ಹಾರ್ಬೇಕಿತ್ತು ಅವಾಗ ಕನಸು ನನಸು ಆಗಿತಿತು,0
11977,{'kn': 'ಹಂದ ಅಪ್ ಅಂಥ ರಶ್ಮಿಕ ಗೋಸ್ಕರ ಬರ್ಡಾಂಗ್ ಇದೇ'},0
11978,{'kn': 'ಡಿಸ್ಲಿಕರ್ಸ್ ರ್ ಫಕ್ಸಿಂಗ್ ದ ಬಾಸ್ ಫ್ಯಾನ್ಸ್'},0
11979,{'kn': 'ಈ ಕತೆಯಲ್ಲಿ ಅವನನ್ನ ಹುಡುಕತಾ ಇದಿಯಾ ನ್ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ( ಕಳುವಾದ ಲೂಟಿ)ನ್ಅವ್ನು ಯಾರಿಗೂ ಸಿಗಲ್ಲ ನ್ಕೊನೆಗೆ ಎಲ್ಲದಕ್ಕೂ ಅವನೆ ದೊರೆ..(ಶ್ರೀ ಮನ್ನಾರಾಯಣ)ನ್ಅನ್ನೋರು ಲೈಕ್ ಮಾಡಿ'},0
11980,{'kn': '@ಕಿಚ್ಚ ವಿಠಲ್ ಬಳೆಗಾರ ಫ್ಯಾನ ಆ'},0
11981,  ಮಿಸ್ ಎಲ್ಲಾ ಮಾಂಕೊಳೊಳ್ಳ ಬೀದಿ ಈ ಕ್ಯಾನ್ ಡೌನ್ಲೋಡ್ ಇನ್ ತೆಲಿಗ್ರಾಂ ಓರ್ ಸ್ವಲ್ಪ ದೇನ ಒದ್ರೆ ಟೀವಿವಿ ನಲ್ಲೇ ಭರುತೆ,0
11982,{'kn': 'ಎಲ್ಲರೂ ದ ಬೆಸ್ಟ್ ಆಗಿ ಕೆಲಸ ಮಾಡಿದಿರ'},0
11983,{'kn': 'ಬೇರೆ ಭಾಷೆಯ ಅವರಿಗೆಲ್ಲ ಹಂದ ಅಪ್ ಹೇಳಲು ಬರುತ್ತಿದ್ದಾರೆ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ.ಯಶ್ ಅಭಿಮಾನಿಯಾಗಿ ಹೇಳುತ್ತಿದ್ದಿನಿ . ಕೆಜಿಎಫ್ ಆದಮೇಲೆ ಎರಡನೇ ಸಿನಿಮಾ ಬ್ಲಾಕ್ಬಸ್ಟರ್ ಆಗುವುದು ಇದ್ದೇನೆ'},0
11984,{'kn': 'ತೂಗರಿ ತಿಪ್ಪ ಉತ್ತರ ಕರ್ನಾಟಕ ಜಾನಪದ ಹಾಸ್ಯಮಯವಾದ ಕಥೆ ತುಂಬಾ ಅದ್ಬುತವಾದದ್ದು'},0
11985,{'kn': '@ಸೈಯದ್ ಅಕ್ಬರ್ ನಿಜ'},0
11986,{'kn': 'ರೆ ರಿಲೀಸ್ ಮಾಡಿ ಪ್ಲೀಸ್'},0
11987,{'kn': 'ಪಕ್ಕ.ಬ್ರೋ ..100% ನಿಜ'},0
11988,{'kn': 'ಯುದ್ಧ ಮಾಡಬೇಕು... ಓದಬಾರದು.. ಕಟುಕರ ಮುಂದೆ ಭಗವದ್ಗೀತೆ'},0
11989,{'kn': 'ಸತ್ಯವಾದ ಮಾತನ್ನ ನುಡಿದ್ರಿ ಸಾರ್ ಭಗವಂತನ ಬಗ್ಗೆ ಭಗವಂತನ ನೀವು ಕೊಂಡದಿದ್ರಿ ಆಂಡ್ರೆ ನೀವು ಸಾಮಾನ್ಯ ವ್ಯಕ್ತಿಯಲ್ಲ ಇಂಥ ಒಳ್ಳೆ ಮಾತನ್ನ ನಿಜವಾದ ಒಬ್ಬ ಜ್ಞಾನಿಯು ನುಡಿತನೆ ಆದರೆ ನೀವು ನುಡಿಡಿದ್ದಿರ ಆಂಡ್ರೆ ಈ ರ್ ಸೊ ಗ್ರೇಟ್ ಭಗವಂತ ನಿಮ್ಮಣ್ಣ ಚೆನ್ನಾಗಿಟ್ಟಿರ್ ಎದ್ದರೆ ಅನ್ನೋ ನಂಬಿಕೆ ಎದೆ ತಂಗು ಸರ್ರಿ'},0
11990,{'kn': 'ಎದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ'},0
11991,{'kn': 'ಫ್ಯಾನ್ ಫ್ರಮ್ ಜುಪಿಟರ್ !!!!'},0
11992,{'kn': 'ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ಆನ್ಸ್'},0
11993,{'kn': '@ಅರುಣ್ ಜಾನು ನಿಮ್ಮ ಅಮ್ಮನ್ ತುಲ್ಲಾ ಸುಲೇಮಾಗಣೆ ಬಚ ನಾನ್ ಮಗ ಅವನು'},2
11994,{'kn': 'ಗೇಮ್ ನೇಮ್ ಪಿಲ್ಸ್ ಬ್ರೋ'},0
